城市,区域,岗位名称,薪资待遇,应聘条件,公司名称,公司简介,公司业务,福利待遇
"广州","越秀区","研发工程师(J10364)","10k-15k","经验3-5年 / 本科","望海康信股份","""数据服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 2000人以上""",""
"广州","越秀区","需求分析工程师 (MJ000311)","10k-18k","经验3-5年 / 大专","赞同科技","""软件服务｜咨询","数据服务｜咨询 / 不需要融资 / 2000人以上""",""
"广州","越秀区","安卓开发助理","6k-12k","经验在校/应届 / 本科","广东智源","""软件服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","越秀区","Android开发工程师","8k-12k","经验1年以下 / 本科","广东智源","""软件服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","越秀区","Sr Software Engineer – Integration","25k-40k","经验5-10年 / 本科","栢藤贸易","新零售 / B轮 / 50-150人","","“外资企业 周末双休 管理扁平 绩效奖金”"
"广州","越秀区","全栈开发工程师（实习岗）","7k-9k","经验不限 / 本科","中湘科技","""软件服务｜咨询","IT技术服务｜咨询","营销服务｜咨询 / D轮及以上 / 150-500人"""
"广州","越秀区","软件工程师","15k-30k","经验3-5年 / 本科","欧谱曼迪科技","医疗｜保健｜美容 / 不需要融资 / 150-500人","","""“五险一金"
"广州","越秀区","高级后端开发工程师","18k-25k","经验5-10年 / 本科","出版集团数字公司","在线教育 / 不需要融资 / 50-150人","","“周末双休 全额公积金 节日福利 年度体检”"
"广州","越秀区","资深后端开发工程师","20k-40k","经验5-10年 / 本科","龙腾出行","""生活服务","旅游｜出行 / 上市公司 / 150-500人""",""
"广州","越秀区","安全审计员","10k-20k","经验5-10年 / 本科","众山精密","","","""“包食宿"
"广州","越秀区","平台架构师","20k-30k","经验5-10年 / 本科","龙腾出行","""生活服务","旅游｜出行 / 上市公司 / 150-500人""",""
"广州","越秀区","高级数据架构师","28k-35k","经验5-10年 / 硕士","出版集团数字公司","在线教育 / 不需要融资 / 50-150人","","“周末双休 全额公积金 节日福利 年度体检”"
"广州","越秀区","高级软件测试工程师","10k-15k","经验5-10年 / 本科","新邦智联","""软件服务｜咨询","数据服务｜咨询 / 不需要融资 / 150-500人""",""
"广州","越秀区","安卓开发工程师","6k-12k","经验1-3年 / 本科","广东智源","""软件服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","越秀区","开发工程师","6k-12k","经验不限 / 本科","广东智源","""软件服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","越秀区","后端开发工程师","15k-25k","经验3-5年 / 本科","菲亚兰德","智能硬件 / 不需要融资 / 500-2000人","","“发展前景”"
"广州","越秀区","高级web前端工程师","17k-30k","经验5-10年 / 本科","南方报业","文化传媒 / 不需要融资 / 2000人以上","","“环境佳，平台大，机会多”"
"广州","越秀区","全栈开发工程师","5k-10k","经验在校/应届 / 本科","星海資本","""金融业","区块链 / 未融资 / 50-150人""",""
"广州","越秀区","研发工程师(J10364)","10k-17k","经验5-10年 / 本科","望海康信股份","""数据服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 2000人以上""",""
"广州","越秀区","Android开发工程师","20k-40k","经验不限 / 本科","南方报业","文化传媒 / 不需要融资 / 2000人以上","","“国企，互联网氛围，965，稳定环境，年金+商业险”"
"广州","越秀区","系统实施工程师","7k-14k","经验3-5年 / 本科","普睿德利","""IT技术服务｜咨询","软件服务｜咨询","数据服务｜咨询 / 未融资 / 50-150人"""
"广州","越秀区","Android开发工程师","6k-12k","经验在校/应届 / 本科","广东智源","""软件服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","越秀区","开发助理","6k-12k","经验不限 / 本科","广东智源","""软件服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","越秀区","算法工程师","12k-20k","经验1-3年 / 本科","普适智能 PUSHI AI","人工智能 / 未融资 / 15-50人","","“五险一金，周末双休，带薪年假”"
"广州","越秀区","数据分析师","10k-20k","经验3-5年 / 本科","南方报业","文化传媒 / 不需要融资 / 2000人以上","","“环境佳、平台大、机会多”"
"广州","越秀区","前端开发工程师（双休）","8k-15k","经验3-5年 / 本科","毅进科技","IT技术服务｜咨询 / 不需要融資 / 50-150人","","“周末双休 带薪年假 每年调薪 办公地铁上盖”"
"广州","越秀区","计算机视觉系统测试工程师","10k-14k","经验3-5年 / 本科","中科软测","软件服务｜咨询 / 未融资 / 15-50人","","“五险一金 带薪年假 节日福利 周末双休”"
"广州","越秀区","Sr Software Engineer - Data Scraping","30k-40k","经验5-10年 / 本科","Pattern China","批发｜零售 / 不需要融资 / 150-500人","","""“做五休二"
"广州","越秀区","运维经理","15k-30k","经验5-10年 / 本科","龙腾出行","""生活服务","旅游｜出行 / 上市公司 / 150-500人""",""
"广州","越秀区","软件开发工程师","12k-24k","经验在校/应届 / 本科","AVEVA","其他 / 不需要融资 / 150-500人","","""“做五休二"
"广州","越秀区","软件开发工程师","12k-24k","经验3-5年 / 本科","AVEVA","其他 / 不需要融资 / 150-500人","","""“做五休二"
"广州","越秀区","助理前端工程师","6k-10k","经验1-3年 / 本科","毅进科技","IT技术服务｜咨询 / 不需要融資 / 50-150人","","“外企文化 没有考勤打卡 入职五险一金”"
"广州","越秀区","实施运维工程师","7k-11k","经验1-3年 / 大专","广东穿越医疗科技有限公司","""内容社区","数据服务｜咨询 / A轮 / 150-500人""",""
"广州","越秀区","开发助理","6k-12k","经验在校/应届 / 本科","广东智源","""软件服务｜咨询","IT技术服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","越秀区","高级算法工程师","20k-35k","经验5-10年 / 本科","南方报业","文化传媒 / 不需要融资 / 2000人以上","","“大平台、机会多、环境佳”"
"广州","越秀区","大数据开发工程师","20k-35k","经验5-10年 / 本科","南方报业","文化传媒 / 不需要融资 / 2000人以上","","“环境佳、平台大、机会多”"
"广州","越秀区","测试工程师（实习生/应届生）","3k-4k","经验在校/应届 / 不限","巴图鲁公司","汽车交易平台 / C轮 / 500-2000人","","""“弹性上班制"
"广州","越秀区","ERP开发经理","15k-25k","经验5-10年 / 本科","屈臣氏中国","新零售 / 不需要融资 / 2000人以上","","“六险一金 年底双薪 额外年终奖 工会福利”"
"广州","越秀区","全栈开发工程师","9k-15k","经验1-3年 / 本科","中湘科技","""软件服务｜咨询","IT技术服务｜咨询","营销服务｜咨询 / D轮及以上 / 150-500人"""
"广州","越秀区","大数据开发工程师","15k-30k","经验5-10年 / 本科","泰格永睿咨询","专业服务｜咨询 / 不需要融资 / 15-50人","","“与屈臣氏项目组联合招聘”"
"广州","越秀区","网络安全工程师","10k-18k","经验3-5年 / 本科","广州开讯通信技术有限公司","","","“双休”"
"广州","海珠区","高级Java","10k-20k","经验5-10年 / 本科","杭州蓝聘网络技术有限公司","","","""“节假日礼品"
"广州","海珠区","研发专家（Java/C++/GO后台开发方向）","30k-50k","经验10年以上 / 本科","天翼云科技有限公司","""数据服务｜咨询","人工智能服务 / 上市公司 / 500-2000人""",""
"广州","海珠区","高级Java工程师(J10098)","15k-30k","经验5-10年 / 本科","盈米基金","科技金融 / C轮 / 150-500人","","“行业稳，平台大”"
"广州","海珠区","中高级java开发工程师","18k-22k","经验5-10年 / 本科","大白互联","IT技术服务｜咨询 / 未融资 / 50-150人","","“周末双休 年终奖 弹性工作时间”"
"广州","海珠区","高级后端开发工程师（Java）","17k-30k","经验5-10年 / 本科","天翼云科技有限公司","""数据服务｜咨询","人工智能服务 / 上市公司 / 500-2000人""",""
"广州","海珠区","java开发工程师","15k-30k","经验3-5年 / 本科","数立方","数据服务｜咨询 / 上市公司 / 50-150人","","“上市公司旗下，技术氛围浓，弹性工作，周末双休”"
"广州","海珠区","java开发（稳定+大平台+双休+线上面试）","13k-22k","经验3-5年 / 本科","中软国际科技服务有限公司","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“薪资福利优 氛围好 稳定 加班少 年终奖”"
"广州","海珠区","资深java开发工程师","20k-40k","经验不限 / 本科","Fordeal","电商平台 / C轮 / 500-2000人","","“双休 六险一金 扁平化管理”"
"广州","海珠区","Java架构工程师","25k-30k","经验3-5年 / 本科","Fordeal","电商平台 / C轮 / 500-2000人","","“周末双休 六险一金”"
"广州","海珠区","高级java开发（客户端方向）","15k-20k","经验3-5年 / 本科","大白互联","IT技术服务｜咨询 / 未融资 / 50-150人","","“五险一金 周末双休 年终奖”"
"广州","海珠区","高级Java工程师(J10022)","15k-30k","经验3-5年 / 本科","盈米基金","科技金融 / C轮 / 150-500人","","“行业稳，平台大”"
"广州","海珠区","java开发工程师","10k-20k","经验3-5年 / 本科","微谱数科","""IT技术服务｜咨询","数据服务｜咨询 / 不需要融资 / 50-150人""",""
"广州","海珠区","高级Java开发工程师","18k-20k","经验5-10年 / 本科","本汇宝","专业服务｜咨询 / 不需要融资 / 150-500人","","""“五险一金"
"广州","海珠区","java开发工程师","15k-20k","经验3-5年 / 大专","金证睿服","软件服务｜咨询 / 上市公司 / 2000人以上","","“五险一金，1比的加班费，双休，年度体检，转内编”"
"广州","海珠区","JAVA开发工程师","12k-18k","经验3-5年 / 大专","格力博（江苏）股份有限公司","其他 / 不需要融资 / 500-2000人","","""“五险一金"
"广州","海珠区","高级后端开发工程师（Java）","16k-30k","经验5-10年 / 本科","天翼云科技有限公司","""数据服务｜咨询","人工智能服务 / 上市公司 / 500-2000人""",""
"广州","海珠区","JAVA（远程面试）","15k-17k","经验3-5年 / 本科","法本信息","""人工智能服务","IT技术服务｜咨询 / 上市公司 / 2000人以上""",""
"广州","海珠区","中级Java开发工程师","13k-16k","经验3-5年 / 大专","本汇宝","专业服务｜咨询 / 不需要融资 / 150-500人","","""“五险一金"
"广州","海珠区","高级Java开发工程师","15k-20k","经验5-10年 / 本科","宏算科技","","","""“五险一金"
"广州","海珠区","Java开发工程师","25k-50k","经验3-5年 / 本科","阿里巴巴集团","""电商平台","人工智能服务 / 上市公司 / 2000人以上""",""
"广州","海珠区","高级java开发工程师","17k-23k","经验5-10年 / 本科","找原料网","""电商平台","内容资讯 / A轮 / 50-150人""",""
"广州","海珠区","JAVA工程师","2k-4k","经验不限 / 大专","思方科技","""软件服务｜咨询","IT技术服务｜咨询 / 未融资 / 15-50人""",""
"广州","海珠区","java高级开发工程师","15k-25k","经验3-5年 / 本科","广东龙泉科技有限公司","""移动互联网","数据服务 / 不需要融资 / 150-500人""",""
"广州","海珠区","java开发工程师","7k-13k","经验1-3年 / 本科","广东龙泉科技有限公司","""移动互联网","数据服务 / 不需要融资 / 150-500人""",""
"广州","海珠区","java开发工程师","9k-13k","经验在校/应届 / 本科","讯飞华南","""人工智能服务","智能硬件 / 不需要融资 / 500-2000人""",""
"广州","海珠区","高级Java开发工程师","19k-26k","经验5-10年 / 本科","冠德数智","其他 / 不需要融资 / 150-500人","","""“五险一金"
"广州","海珠区","高级java开发工程师","10k-20k","经验3-5年 / 本科","火龙果","IT技术服务｜咨询 / A轮 / 50-150人","","“办公环境优美、交通便利，地铁站旁边”"
"广州","海珠区","JAVA工程师","13k-25k","经验3-5年 / 本科","中软国际科技服务有限公司","IT技术服务｜咨询 / 上市公司 / 2000人以上","","“不加班，福利好”"
"广州","海珠区","JAVA工程师","6k-12k","经验不限 / 本科","思方科技","""软件服务｜咨询","IT技术服务｜咨询 / 未融资 / 15-50人""",""
"广州","海珠区","研发专家（java/go/C++后台开发方向）","30k-50k","经验5-10年 / 本科","天翼云科技有限公司","""数据服务｜咨询","人工智能服务 / 上市公司 / 500-2000人""",""
